,Tanggal,Jam Pasang,Tinggi Pasang,Jam Surut,Tinggi Surut,Koefisien
3,4 Desember 2018, 1:02 ,0.4, 9:22 ,1.0,81  tinggi 
4,5 Desember 2018, 9:39 ,1.0, 18:46 ,0.3,84  tinggi 
5,6 Desember 2018, 9:57 ,1.0, 19:32 ,0.3,85  tinggi 
6,7 Desember 2018, 10:13 ,1.0, 20:20 ,0.2,84  tinggi 
7,8 Desember 2018, 10:28 ,1.0, 21:08 ,0.2,80  tinggi 
8,9 Desember 2018, 10:38 ,1.0, 21:53 ,0.2,75  tinggi 
9,10 Desember 2018, 10:46 ,1.0, 22:35 ,0.2,68  rata-rata 
10,11 Desember 2018, 10:52 ,1.0, 23:10 ,0.2,60  rata-rata 
11,12 Desember 2018, 10:54 ,0.9, 23:39 ,0.3,53  rata-rata 
12,13 Desember 2018, 10:51 ,0.9, 10:35 ,0.9,46  rendah 
13,14 Desember 2018, 0:01 ,0.3, 10:07 ,0.8,42  rendah 
14,15 Desember 2018, 0:16 ,0.3, 9:34 ,0.8,42  rendah 
15,16 Desember 2018, 0:24 ,0.4, 9:09 ,0.8,46  rendah 
16,17 Desember 2018, 0:24 ,0.4, 8:55 ,0.9,53  rata-rata 
17,18 Desember 2018, 0:11 ,0.4, 18:04 ,0.4,63  rata-rata 
18,19 Desember 2018, 8:52 ,0.9, 18:25 ,0.3,73  tinggi 
19,20 Desember 2018, 9:00 ,1.0, 18:58 ,0.2,83  tinggi 
20,21 Desember 2018, 9:17 ,1.1, 19:38 ,0.2,91  s. tinggi 
21,22 Desember 2018, 9:41 ,1.1, 20:23 ,0.2,96  s. tinggi 
22,23 Desember 2018, 10:09 ,1.1, 21:09 ,0.2,98  s. tinggi 
23,24 Desember 2018, 10:40 ,1.1, 21:53 ,0.2,95  s. tinggi 
24,25 Desember 2018, 11:12 ,1.1, 22:31 ,0.2,89  tinggi 
25,26 Desember 2018, 11:40 ,1.0, 23:01 ,0.3,81  tinggi 
26,27 Desember 2018, 11:55 ,0.9, 23:23 ,0.3,72  tinggi 
27,28 Desember 2018, 11:07 ,0.8, 23:38 ,0.4,64  rata-rata 
28,29 Desember 2018, 9:03 ,0.8, 23:42 ,0.4,58  rata-rata 
29,30 Desember 2018, 8:26 ,0.9, 17:26 ,0.4,56  rata-rata 
30,31 Desember 2018, 8:26 ,0.9, 9:25 ,0.8,58  rata-rata 
